Country of Origin,Aroma,Flavor,Aftertaste,Acidity,Body,Balance,Uniformity,Clean Cup,Sweetness,Moisture Percentage,Category One Defects,Quakers,Color,Category Two Defects,is_specialty
Colombia,7.83,7.75,7.33,7.25,7.42,7.92,10.0,10.0,10.0,0.08,1,0.0,,3,1
Indonesia,7.67,7.58,7.5,7.58,7.67,7.58,10.0,10.0,10.0,0.0,0,0.0,,0,1
Guatemala,7.92,7.67,7.67,7.25,7.83,7.67,9.33,10.0,10.0,0.02,0,0.0,,1,1
Brazil,7.58,7.5,7.5,7.75,7.67,7.5,10.0,10.0,10.0,0.0,0,0.0,Green,4,1
Brazil,7.5,7.58,7.58,7.67,7.58,7.5,10.0,10.0,10.0,0.11,0,3.0,Green,5,1
Brazil,7.5,7.67,7.58,7.67,7.58,7.42,10.0,10.0,10.0,0.11,0,2.0,Bluish-Green,3,1
Uganda,7.67,7.58,7.42,7.42,7.83,7.5,10.0,10.0,10.0,0.12,0,0.0,Green,6,1
Uganda,7.67,7.67,7.5,7.58,7.42,7.5,10.0,10.0,10.0,0.12,0,5.0,Green,8,1
Colombia,7.67,7.67,7.33,7.67,7.5,7.58,10.0,10.0,10.0,0.11,0,0.0,Green,4,1
Vietnam,7.75,7.67,7.58,7.58,7.42,7.67,9.33,10.0,10.0,0.0,0,0.0,Green,0,1
Guatemala,7.67,7.75,7.33,7.92,7.42,7.5,10.0,10.0,10.0,0.11,0,0.0,Green,3,1
Guatemala,7.75,7.67,7.33,7.75,7.5,7.42,10.0,10.0,10.0,0.11,0,0.0,Green,2,1
Guatemala,7.83,7.67,7.25,7.67,7.75,7.5,10.0,10.0,10.0,0.11,0,0.0,Green,2,1
Brazil,7.67,7.67,7.67,7.5,7.42,7.5,10.0,10.0,10.0,0.0,0,0.0,Green,0,1
Taiwan,7.92,7.92,7.83,7.58,7.33,7.25,10.0,10.0,10.0,0.08,0,0.0,Green,0,1
Uganda,7.83,7.58,7.5,7.5,7.58,7.5,10.0,10.0,10.0,0.12,0,0.0,Green,0,1
United States (Puerto Rico),7.67,7.5,7.67,7.83,7.75,7.83,10.0,10.0,9.33,0.0,0,0.0,Bluish-Green,0,1
Guatemala,7.67,7.67,7.42,7.83,7.5,7.5,10.0,10.0,10.0,0.1,1,0.0,Green,0,1
Costa Rica,7.67,7.58,7.5,7.58,7.5,7.5,10.0,10.0,10.0,0.11,0,0.0,Green,3,1
Brazil,7.75,7.58,7.42,7.67,7.42,7.67,10.0,10.0,10.0,0.12,0,0.0,Bluish-Green,4,1
Colombia,7.75,7.42,7.33,7.5,7.58,7.17,10.0,10.0,10.0,0.11,1,0.0,Green,1,1
Colombia,7.83,7.5,7.58,7.33,7.5,7.67,10.0,10.0,10.0,0.0,0,0.0,Green,0,1
Colombia,7.33,7.67,7.75,7.42,7.75,7.58,10.0,10.0,10.0,0.11,0,0.0,Green,1,1
Colombia,7.58,7.75,7.42,7.67,7.58,7.42,10.0,10.0,10.0,0.0,0,0.0,Green,2,1
Colombia,7.5,7.5,7.42,7.58,7.75,7.58,10.0,10.0,10.0,0.11,1,0.0,Green,2,1
Mexico,7.67,7.58,7.42,7.5,7.67,7.58,10.0,10.0,10.0,0.11,0,0.0,Green,20,1
Mexico,7.67,7.83,7.5,7.58,7.58,7.67,9.33,10.0,10.0,0.11,0,0.0,Green,7,1
Mexico,7.5,7.67,7.5,7.5,7.58,7.58,10.0,10.0,10.0,0.11,5,0.0,Green,8,1
Colombia,7.67,7.58,7.5,7.5,7.75,7.5,10.0,10.0,10.0,0.0,1,0.0,,4,1
Colombia,7.75,7.58,7.5,7.67,7.83,7.75,9.33,10.0,10.0,0.0,0,0.0,Green,4,1
Colombia,7.67,7.58,7.58,7.58,7.67,7.42,10.0,10.0,10.0,0.11,0,0.0,Green,0,1
Guatemala,7.5,7.67,7.5,7.67,7.5,7.83,10.0,10.0,10.0,0.1,0,0.0,Green,2,1
Colombia,7.67,7.67,7.58,7.5,7.67,7.42,10.0,10.0,10.0,0.12,0,0.0,Bluish-Green,0,1
Thailand,7.33,7.67,7.58,7.5,7.75,7.67,10.0,10.0,10.0,0.28,0,0.0,,0,1
Colombia,7.33,7.67,7.58,7.33,7.58,7.92,10.0,10.0,10.0,0.08,0,0.0,,1,1
United States (Hawaii),7.83,7.83,7.67,7.83,7.92,7.83,9.33,9.33,9.33,0.0,0,0.0,,0,1
United States (Hawaii),7.5,7.58,7.42,7.58,7.58,7.67,10.0,10.0,10.0,0.0,0,0.0,,1,1
Colombia,7.5,7.58,7.67,7.67,7.58,7.58,10.0,10.0,10.0,0.06,0,0.0,,2,1
Nicaragua,7.58,7.83,7.75,7.92,7.92,8.08,9.33,9.33,9.33,0.07,0,0.0,,0,1
Thailand,7.5,7.25,7.42,7.75,8.17,7.5,10.0,10.0,10.0,0.0,0,0.0,,0,1
Brazil,7.67,7.58,7.5,7.58,7.58,7.5,10.0,10.0,10.0,0.0,0,0.0,Green,0,1
El Salvador,7.5,7.5,7.75,7.58,7.92,7.83,10.0,10.0,9.33,0.0,0,0.0,Green,1,1
Colombia,7.58,7.67,7.5,7.33,7.67,7.58,10.0,10.0,10.0,0.11,0,0.0,Green,1,1
Taiwan,7.17,7.83,7.25,7.67,7.67,7.58,10.0,10.0,10.0,0.09,31,0.0,Green,0,1
Ethiopia,7.58,7.58,7.5,7.5,7.58,7.58,10.0,10.0,10.0,0.0,1,0.0,Bluish-Green,20,1
Taiwan,7.5,7.58,7.67,7.33,7.5,7.75,10.0,10.0,10.0,0.0,0,0.0,Green,9,1
Philippines,7.58,7.58,7.67,7.58,7.5,7.5,10.0,10.0,10.0,0.11,0,0.0,Blue-Green,1,1
Philippines,8.08,7.5,7.67,7.42,7.33,7.5,10.0,10.0,10.0,0.0,0,0.0,Bluish-Green,0,1
Mexico,7.83,7.67,7.25,7.58,7.5,7.5,10.0,10.0,10.0,0.13,0,0.0,Blue-Green,3,1
Mexico,7.75,7.67,7.42,7.42,7.75,7.5,10.0,10.0,10.0,0.12,2,0.0,Bluish-Green,8,1
Brazil,7.08,7.5,7.5,7.83,7.75,7.67,10.0,10.0,10.0,0.11,0,0.0,Green,16,1
Uganda,8.0,7.5,7.5,7.58,7.33,7.42,10.0,10.0,10.0,0.12,0,0.0,Green,0,1
Uganda,7.75,7.58,7.58,7.5,7.5,7.5,10.0,10.0,10.0,0.12,0,0.0,Green,4,1
Guatemala,7.75,7.5,7.42,7.58,7.67,7.5,10.0,10.0,10.0,0.1,0,0.0,Green,1,1
Guatemala,7.67,7.83,7.42,7.5,7.33,7.5,10.0,10.0,10.0,0.1,0,0.0,Green,2,1
Guatemala,7.58,7.58,7.25,7.58,7.58,7.58,10.0,10.0,10.0,0.1,0,0.0,Green,4,1
Colombia,7.58,7.5,7.75,7.33,7.58,7.58,10.0,10.0,10.0,0.11,0,0.0,Green,2,1
Colombia,7.75,7.5,7.25,7.5,7.75,7.5,10.0,10.0,10.0,0.0,0,0.0,Bluish-Green,0,1
Guatemala,7.83,7.75,7.25,7.92,7.5,7.17,10.0,10.0,10.0,0.11,0,0.0,Green,2,1
Colombia,7.83,7.67,7.42,7.42,7.5,7.58,10.0,10.0,10.0,0.11,3,0.0,Green,5,1
Mexico,7.58,7.58,7.33,7.25,7.58,7.75,10.0,10.0,10.0,0.1,0,0.0,Green,4,1
Vietnam,7.67,7.33,7.17,7.58,8.08,7.42,10.0,10.0,10.0,0.0,0,0.0,,17,1
Mexico,8.0,7.92,7.67,7.17,7.67,7.42,9.33,10.0,10.0,0.14,1,0.0,Green,4,1
United States (Hawaii),7.5,7.5,7.5,7.42,7.67,7.83,10.0,10.0,10.0,0.1,0,0.0,Green,0,1
Colombia,7.5,7.75,7.33,7.75,7.08,7.83,10.0,10.0,10.0,0.15,0,0.0,,0,1
Thailand,7.42,7.58,7.5,7.17,7.5,8.0,10.0,10.0,10.0,0.0,0,0.0,,0,1
Kenya,7.75,7.58,7.42,7.58,7.5,7.5,10.0,10.0,10.0,0.1,0,0.0,Green,3,1
Guatemala,7.5,7.58,7.33,7.67,7.58,7.58,10.0,10.0,10.0,0.11,1,1.0,Green,2,1
Brazil,7.67,7.58,7.58,7.5,7.5,7.42,10.0,10.0,10.0,0.11,0,2.0,Bluish-Green,2,1
El Salvador,7.33,7.67,7.67,7.83,7.33,7.67,10.0,10.0,10.0,0.0,0,0.0,Green,4,1
Rwanda,7.83,7.92,7.75,7.83,7.75,7.75,9.33,9.33,9.33,0.11,0,0.0,Bluish-Green,0,1
Vietnam,7.25,7.58,7.5,7.42,7.75,7.42,10.0,10.0,10.0,0.11,11,0.0,Green,0,1
Guatemala,7.58,7.58,7.33,7.67,7.67,7.5,10.0,10.0,10.0,0.11,0,0.0,Green,2,1
Brazil,7.58,7.83,7.33,7.67,7.42,7.33,10.0,10.0,10.0,0.12,2,0.0,Green,6,1
Colombia,7.83,7.67,7.5,7.58,7.5,7.67,10.0,10.0,10.0,0.0,0,0.0,,1,1
United States,7.42,7.58,7.25,7.5,7.75,7.75,10.0,10.0,10.0,0.0,0,0.0,,9,1
Guatemala,7.67,7.67,7.75,7.67,7.42,7.17,10.0,10.0,10.0,0.1,0,0.0,Green,4,1
Colombia,7.5,7.42,7.58,7.5,7.58,7.58,10.0,10.0,10.0,0.0,4,0.0,Green,4,1
Colombia,7.83,7.5,7.5,7.42,7.5,7.5,10.0,10.0,10.0,0.11,0,0.0,Green,3,1
"Tanzania, United Republic Of",7.67,7.5,7.33,7.25,7.58,7.75,10.0,10.0,10.0,0.11,0,0.0,Green,5,1
Mexico,7.58,7.67,7.5,7.58,7.5,7.5,10.0,10.0,10.0,0.12,2,0.0,Green,10,1
Mexico,7.67,7.58,7.42,7.75,7.42,7.42,10.0,10.0,10.0,0.12,0,0.0,Blue-Green,7,1
Guatemala,7.67,7.67,7.33,7.5,7.33,7.92,10.0,10.0,10.0,0.11,0,0.0,Green,10,1
Mexico,7.58,7.58,7.5,7.42,7.67,7.58,10.0,10.0,10.0,0.11,0,0.0,,2,1
El Salvador,7.75,7.58,7.75,7.75,7.25,7.5,10.0,10.0,10.0,0.0,1,0.0,,3,1
Guatemala,7.5,7.58,7.42,7.67,7.58,7.5,10.0,10.0,10.0,0.1,0,1.0,Green,3,1
Guatemala,7.58,7.67,7.5,7.58,7.5,7.42,10.0,10.0,10.0,0.11,0,0.0,Green,8,1
Guatemala,7.5,7.67,7.17,7.67,7.67,7.58,10.0,10.0,10.0,0.11,0,0.0,Green,4,1
Guatemala,7.5,7.5,7.42,7.58,7.67,7.5,10.0,10.0,10.0,0.1,0,0.0,Green,1,1
Guatemala,7.42,7.58,7.42,7.67,7.5,7.5,10.0,10.0,10.0,0.1,0,0.0,Green,1,1
Indonesia,7.5,7.58,7.42,7.58,7.58,7.5,10.0,10.0,10.0,0.12,0,0.0,Blue-Green,15,1
Guatemala,7.58,7.58,7.33,7.58,7.33,7.67,10.0,10.0,10.0,0.12,0,0.0,Green,0,1
Taiwan,7.83,7.67,7.33,7.67,7.58,7.67,9.33,10.0,10.0,0.0,0,0.0,Green,0,1
El Salvador,7.67,7.67,7.17,7.33,7.58,7.67,10.0,10.0,10.0,0.0,0,0.0,,4,1
Costa Rica,7.58,7.5,7.42,7.67,7.42,7.5,10.0,10.0,10.0,0.09,0,0.0,Bluish-Green,1,1
Honduras,7.58,7.5,7.42,7.58,7.5,7.5,10.0,10.0,10.0,0.09,0,1.0,Green,6,1
Brazil,7.5,7.5,7.58,7.5,7.58,7.58,10.0,10.0,10.0,0.11,0,2.0,Bluish-Green,1,1
China,7.67,7.5,7.33,7.33,7.67,7.67,10.0,10.0,10.0,0.1,0,0.0,Green,0,1
China,7.5,7.67,7.42,7.67,7.5,7.5,10.0,10.0,10.0,0.11,0,0.0,Green,2,1
Colombia,7.5,7.58,7.58,7.75,7.33,7.5,10.0,10.0,10.0,0.0,0,0.0,Blue-Green,2,1
Malawi,7.75,7.58,7.42,7.5,7.33,7.5,10.0,10.0,10.0,0.12,0,0.0,Bluish-Green,0,1
Guatemala,7.75,7.42,7.25,7.75,7.5,7.67,10.0,10.0,10.0,0.13,0,0.0,Green,2,1
Colombia,7.67,7.42,7.42,7.58,7.33,7.67,10.0,10.0,10.0,0.12,0,0.0,Green,0,1
United States (Hawaii),7.67,7.58,7.42,7.83,7.33,7.5,10.0,10.0,10.0,0.1,6,0.0,Blue-Green,0,1
United States (Hawaii),7.58,7.83,7.75,7.75,7.42,8.0,9.33,9.33,10.0,0.1,0,0.0,Green,0,1
Colombia,7.58,7.33,7.17,7.33,7.25,8.58,10.0,10.0,10.0,0.1,0,0.0,Green,2,1
Mexico,7.58,7.58,7.5,7.5,7.5,7.5,10.0,10.0,10.0,0.12,0,0.0,Green,6,1
Mexico,7.58,7.58,7.33,7.75,7.25,7.58,10.0,10.0,10.0,0.12,0,0.0,,0,1
Mexico,8.08,8.17,8.0,8.0,7.83,7.92,6.67,10.0,10.0,0.12,1,0.0,,4,1
Colombia,7.5,7.58,7.42,7.67,7.5,7.58,10.0,10.0,10.0,0.0,0,0.0,Blue-Green,0,1
Colombia,7.67,7.58,7.58,7.58,7.5,7.42,10.0,10.0,10.0,0.11,0,0.0,Green,3,1
United States (Hawaii),7.25,7.75,7.5,7.83,7.67,7.67,9.33,10.0,10.0,0.12,0,0.0,Green,0,1
Panama,7.42,7.42,7.5,7.58,7.5,7.75,10.0,10.0,10.0,0.0,0,0.0,Green,4,1
United States (Hawaii),7.75,7.67,7.5,7.83,7.17,7.42,10.0,10.0,10.0,0.0,0,0.0,,2,1
Brazil,7.5,7.58,7.25,7.75,7.58,7.5,10.0,10.0,10.0,0.0,0,0.0,Green,4,1
Brazil,7.5,7.58,7.5,7.67,7.5,7.42,10.0,10.0,10.0,0.11,0,2.0,Bluish-Green,3,1
Laos,7.67,7.67,7.42,7.42,7.42,7.5,10.0,10.0,10.0,0.13,0,0.0,Bluish-Green,0,1
El Salvador,7.67,7.67,7.67,7.67,7.5,7.67,10.0,10.0,9.33,0.0,0,0.0,Green,7,1
Mexico,7.5,7.67,7.42,7.75,7.42,7.17,10.0,10.0,10.0,0.11,0,2.0,Green,3,1
Colombia,7.75,7.5,7.33,7.58,7.33,7.75,10.0,10.0,10.0,0.0,1,0.0,Green,9,1
Brazil,7.58,7.5,7.42,7.67,7.5,7.5,10.0,10.0,10.0,0.0,0,0.0,Green,0,1
Brazil,7.33,7.5,7.58,7.58,7.67,7.5,10.0,10.0,10.0,0.12,0,0.0,,9,1
"Tanzania, United Republic Of",7.5,7.5,7.5,7.5,7.5,7.58,10.0,10.0,10.0,0.12,0,0.0,Green,0,1
"Tanzania, United Republic Of",7.58,7.5,7.5,7.58,7.33,7.58,10.0,10.0,10.0,0.12,0,0.0,Green,4,1
Taiwan,8.0,7.83,7.83,7.42,7.25,7.25,10.0,10.0,10.0,0.08,0,0.0,Green,0,1
Mexico,7.67,7.58,7.42,7.5,7.42,7.5,10.0,10.0,10.0,0.11,0,0.0,Green,0,1
Uganda,7.67,7.5,7.33,7.67,7.5,7.5,10.0,10.0,10.0,0.12,0,0.0,Green,0,1
Taiwan,7.67,7.5,7.5,7.5,7.5,7.5,10.0,10.0,10.0,0.11,0,0.0,Green,0,1
Thailand,7.42,7.5,7.5,7.67,7.58,7.5,10.0,10.0,10.0,0.11,0,0.0,Bluish-Green,0,1
Colombia,7.75,7.58,7.67,7.25,7.58,7.42,10.0,10.0,10.0,0.11,0,0.0,Bluish-Green,3,1
El Salvador,7.92,8.0,7.5,6.75,7.92,7.58,10.0,10.0,9.33,0.0,0,0.0,,17,1
Guatemala,7.67,7.67,7.17,7.67,7.5,7.5,10.0,10.0,10.0,0.11,0,0.0,Green,0,1
Thailand,7.83,7.33,7.83,7.33,7.58,7.83,10.0,10.0,9.33,0.12,0,0.0,Bluish-Green,0,1
Mexico,7.58,7.58,7.42,7.58,7.42,7.5,10.0,10.0,10.0,0.11,0,0.0,,2,1
Mexico,7.5,7.58,7.58,7.58,7.42,7.42,10.0,10.0,10.0,0.12,0,0.0,,0,1
Colombia,7.33,7.58,7.42,7.42,7.67,7.67,10.0,10.0,10.0,0.11,0,0.0,Green,0,1
United States (Hawaii),7.83,7.67,7.5,7.67,7.5,7.58,10.0,10.0,9.33,0.03,2,0.0,,0,1
Mexico,7.75,7.58,7.25,7.75,7.67,7.58,10.0,10.0,10.0,0.0,0,0.0,,1,1
Colombia,8.08,7.67,7.67,7.33,7.33,7.17,10.0,10.0,10.0,0.08,0,0.0,,3,1
Colombia,7.5,7.42,7.33,7.33,7.67,7.83,10.0,10.0,10.0,0.21,0,0.0,,2,1
Guatemala,7.5,7.42,7.42,7.75,7.5,7.5,10.0,10.0,10.0,0.1,0,1.0,Green,2,1
Taiwan,7.67,7.42,7.5,7.42,7.58,7.5,10.0,10.0,10.0,0.11,0,5.0,Green,0,1
Brazil,7.5,7.58,7.42,7.5,7.75,7.33,10.0,10.0,10.0,0.11,0,0.0,Green,7,1
Taiwan,7.25,7.25,7.0,7.08,7.0,7.0,10.0,10.0,10.0,0.11,0,0.0,Blue-Green,0,1
Brazil,7.42,7.42,7.5,7.33,7.25,7.67,10.0,10.0,10.0,0.0,1,9.0,Green,2,1
Indonesia,7.83,7.58,7.42,7.33,7.42,7.5,10.0,10.0,10.0,0.13,0,0.0,Blue-Green,6,1
Thailand,7.75,7.33,7.42,7.67,7.42,7.5,10.0,10.0,10.0,0.12,0,0.0,Green,0,1
Thailand,7.42,7.58,7.58,7.42,7.58,7.5,10.0,10.0,10.0,0.12,0,0.0,Blue-Green,1,1
"Tanzania, United Republic Of",7.75,7.42,7.33,7.5,7.58,7.5,10.0,10.0,10.0,0.12,0,0.0,,1,1
Uganda,7.83,7.5,7.42,7.58,7.42,7.42,10.0,10.0,10.0,0.12,0,0.0,Green,0,1
Costa Rica,7.67,7.42,7.5,7.67,7.0,7.75,10.0,10.0,10.0,0.11,0,0.0,Green,3,1
Mexico,7.58,7.58,7.42,7.75,7.67,7.67,9.33,10.0,10.0,0.0,0,0.0,Green,11,1
Guatemala,7.5,7.58,7.42,7.58,7.42,7.58,10.0,10.0,10.0,0.0,0,0.0,Blue-Green,4,1
Colombia,7.75,7.25,7.33,7.42,7.5,7.83,10.0,10.0,10.0,0.11,0,0.0,Blue-Green,3,1
Colombia,7.75,7.5,7.75,7.25,7.33,7.58,10.0,10.0,10.0,0.11,0,0.0,,3,1
Colombia,7.58,7.5,7.42,7.58,7.67,7.42,10.0,10.0,10.0,0.11,0,0.0,Green,0,1
Mexico,7.5,7.58,7.5,7.5,7.42,7.5,10.0,10.0,10.0,0.1,0,0.0,Green,6,1
Mexico,7.67,7.58,7.58,7.75,7.67,6.83,10.0,10.0,10.0,0.12,0,0.0,Green,0,1
Colombia,7.33,7.42,7.58,7.42,7.67,7.5,10.0,10.0,10.0,0.11,2,0.0,Green,2,1
Brazil,7.58,7.5,7.33,7.75,7.5,7.5,10.0,10.0,10.0,0.0,0,0.0,,4,1
Brazil,7.5,7.5,7.5,7.5,7.58,7.5,10.0,10.0,10.0,0.11,0,0.0,Green,4,1
Indonesia,7.83,7.75,7.25,7.5,7.42,7.33,10.0,10.0,10.0,0.11,0,0.0,Green,5,1
Honduras,7.58,7.58,7.33,7.5,7.5,7.5,10.0,10.0,10.0,0.1,0,0.0,Green,4,1
Guatemala,7.5,7.5,7.33,7.5,7.67,7.5,10.0,10.0,10.0,0.1,0,2.0,Green,2,1
Thailand,7.5,7.83,7.5,7.75,7.33,7.42,9.33,10.0,10.0,0.12,0,0.0,Green,0,1
Thailand,7.33,7.5,7.5,7.5,7.67,7.5,10.0,10.0,10.0,0.11,0,0.0,,0,1
"Tanzania, United Republic Of",7.67,7.42,7.33,7.58,7.5,7.5,10.0,10.0,10.0,0.12,0,0.0,Green,1,1
"Tanzania, United Republic Of",7.75,7.0,7.42,7.58,7.58,7.58,10.0,10.0,10.0,0.12,0,0.0,Bluish-Green,3,1
Mexico,7.42,7.58,7.5,7.67,7.25,7.5,10.0,10.0,10.0,0.0,0,0.0,Green,1,1
Brazil,7.42,7.5,7.67,7.33,7.42,7.67,10.0,10.0,10.0,0.11,0,0.0,Bluish-Green,0,1
Guatemala,7.83,7.42,7.33,7.67,7.42,7.5,10.0,10.0,10.0,0.12,0,0.0,Green,4,1
Colombia,7.5,7.5,7.42,7.42,7.58,7.58,10.0,10.0,10.0,0.11,0,0.0,Green,1,1
Guatemala,7.83,7.67,7.17,7.33,7.5,7.67,10.0,10.0,10.0,0.11,0,0.0,Green,0,1
Mexico,7.5,7.58,7.5,7.5,7.42,7.42,10.0,10.0,10.0,0.13,0,0.0,,10,1
Mexico,7.67,7.5,7.33,7.67,7.5,7.33,10.0,10.0,10.0,0.12,0,0.0,Green,5,1
Mexico,7.92,7.5,7.33,7.58,7.25,7.42,10.0,10.0,10.0,0.11,0,0.0,,2,1
Guatemala,7.67,7.33,7.33,7.33,7.5,7.83,10.0,10.0,10.0,0.11,0,0.0,Green,5,1
Brazil,7.67,7.42,7.33,7.67,7.5,7.5,10.0,10.0,10.0,0.0,0,0.0,Blue-Green,4,1
Colombia,7.67,7.5,7.33,7.5,7.25,7.67,10.0,10.0,10.0,0.11,1,0.0,Green,3,1
United States (Hawaii),7.33,7.42,7.33,7.75,7.42,7.67,10.0,10.0,10.0,0.12,2,0.0,Green,3,1
Guatemala,7.75,7.58,7.67,7.67,7.58,7.58,9.33,10.0,10.0,0.01,1,0.0,,14,1
Honduras,7.42,7.67,7.17,7.58,7.58,7.5,10.0,10.0,10.0,0.12,0,1.0,Green,6,0
Guatemala,7.58,7.5,7.33,7.75,7.33,7.5,10.0,10.0,10.0,0.1,0,1.0,Green,2,0
Guatemala,7.67,7.58,7.25,7.67,7.42,7.33,10.0,10.0,10.0,0.12,0,0.0,Green,0,0
Guatemala,7.58,7.5,7.25,7.67,7.5,7.5,10.0,10.0,10.0,0.12,0,0.0,Green,0,0
Guatemala,7.5,7.42,7.08,7.75,7.67,7.5,10.0,10.0,10.0,0.11,0,2.0,Green,3,0
Colombia,5.08,7.75,7.83,7.75,7.83,8.08,10.0,10.0,10.0,0.11,0,0.0,Green,1,0
China,7.67,7.42,7.42,7.5,7.42,7.42,10.0,10.0,10.0,0.1,0,0.0,Green,0,0
Brazil,7.42,7.5,7.33,7.5,7.25,7.42,10.0,10.0,10.0,0.11,0,1.0,Green,0,0
"Tanzania, United Republic Of",7.67,7.25,7.42,7.42,7.67,7.42,10.0,10.0,10.0,0.13,0,0.0,Green,7,0
Brazil,7.17,7.83,7.33,7.5,7.75,7.42,10.0,10.0,10.0,0.0,0,0.0,Green,0,0
Guatemala,7.5,7.5,7.5,7.67,7.42,7.5,10.0,10.0,10.0,0.1,0,0.0,Green,0,0
Mexico,7.42,7.5,7.42,7.58,7.42,7.5,10.0,10.0,10.0,0.11,0,0.0,Green,0,0
Brazil,7.58,7.67,7.33,7.5,7.5,7.42,10.0,10.0,10.0,0.12,0,0.0,Blue-Green,1,0
Peru,7.58,7.58,7.58,7.75,7.5,7.58,9.33,10.0,10.0,0.0,0,0.0,Green,3,0
Brazil,7.25,7.33,7.25,7.5,7.42,7.5,10.0,10.0,10.0,0.0,0,0.0,Green,0,0
Mexico,7.5,7.58,7.5,7.92,7.42,7.67,9.33,10.0,10.0,0.12,0,0.0,Green,0,0
Honduras,7.25,7.67,7.42,7.17,7.75,7.5,10.0,10.0,10.0,0.09,0,0.0,,2,0
Colombia,7.67,7.42,7.33,7.5,7.58,7.5,10.0,10.0,10.0,0.11,0,0.0,Green,9,0
Mexico,7.5,7.42,7.42,7.67,7.42,7.58,10.0,10.0,10.0,0.12,0,0.0,Green,5,0
Mexico,7.42,7.58,7.5,7.42,7.58,7.5,10.0,10.0,10.0,0.13,0,0.0,Green,2,0
Mexico,7.42,7.58,7.33,7.58,7.5,7.5,10.0,10.0,10.0,0.14,0,0.0,Green,9,0
Mexico,7.75,7.33,7.25,7.58,7.58,7.33,10.0,10.0,10.0,0.13,0,0.0,Green,1,0
Mexico,7.5,7.58,7.33,7.5,7.5,7.5,10.0,10.0,10.0,0.11,0,0.0,Green,0,0
Mexico,7.58,7.58,7.17,7.5,7.5,7.5,10.0,10.0,10.0,0.14,0,0.0,Green,6,0
Mexico,7.58,7.33,7.33,7.58,7.5,7.5,10.0,10.0,10.0,0.11,0,0.0,Green,0,0
Mexico,7.67,7.58,7.33,7.42,7.58,7.33,10.0,10.0,10.0,0.13,0,0.0,,4,0
Mexico,7.83,7.5,7.42,7.67,7.17,7.33,10.0,10.0,10.0,0.12,0,0.0,Bluish-Green,0,0
Colombia,7.67,7.33,7.25,7.42,7.5,7.67,10.0,10.0,10.0,0.0,0,0.0,,2,0
Brazil,7.75,7.5,7.42,7.42,7.5,7.42,10.0,10.0,10.0,0.11,0,0.0,Blue-Green,2,0
Colombia,7.33,7.58,7.17,7.58,7.42,7.58,10.0,10.0,10.0,0.0,0,0.0,Green,2,0
Colombia,7.58,7.25,7.42,7.25,7.58,7.83,10.0,10.0,10.0,0.02,0,0.0,,1,0
Honduras,7.5,7.58,7.33,7.5,7.42,7.42,10.0,10.0,10.0,0.1,0,1.0,Green,8,0
Brazil,7.33,7.5,7.5,7.33,7.5,7.5,10.0,10.0,10.0,0.11,0,3.0,Green,11,0
Brazil,7.42,7.42,7.42,7.5,7.5,7.58,10.0,10.0,10.0,0.11,0,4.0,Green,14,0
Brazil,7.5,7.5,7.42,7.5,7.42,7.5,10.0,10.0,10.0,0.11,0,2.0,Bluish-Green,3,0
Costa Rica,7.75,7.5,7.25,7.25,7.42,7.67,10.0,10.0,10.0,0.1,6,1.0,Bluish-Green,3,0
Costa Rica,7.75,7.33,7.5,7.5,7.33,7.58,10.0,10.0,10.0,0.0,0,2.0,Green,0,0
China,7.5,7.58,7.42,7.5,7.42,7.42,10.0,10.0,10.0,0.12,0,6.0,Green,2,0
Brazil,8.25,7.83,7.25,8.33,8.17,8.08,10.0,6.67,10.0,0.07,0,0.0,Green,0,0
Brazil,7.42,7.5,7.5,7.42,7.5,7.58,10.0,10.0,10.0,0.11,0,0.0,Green,10,0
Guatemala,7.5,7.42,7.17,7.83,7.5,7.5,10.0,10.0,10.0,0.1,0,0.0,Green,6,0
Malawi,7.33,7.58,7.42,7.58,7.33,7.5,10.0,10.0,10.0,0.12,0,0.0,Green,0,0
Brazil,7.75,8.08,7.67,8.08,8.08,8.0,10.0,10.0,6.67,0.11,0,0.0,Blue-Green,0,0
Guatemala,7.58,7.67,7.5,7.58,7.75,7.5,9.33,10.0,10.0,0.12,0,0.0,Green,3,0
Mexico,7.33,7.58,7.42,7.5,7.5,7.5,10.0,10.0,10.0,0.11,0,0.0,Green,0,0
Colombia,7.42,7.33,7.5,7.17,7.08,8.33,10.0,10.0,10.0,0.1,0,0.0,Green,2,0
Taiwan,7.5,7.5,7.5,7.5,7.5,7.5,10.0,10.0,10.0,0.11,0,0.0,Green,0,0
Taiwan,7.5,7.5,7.5,7.5,7.5,7.5,10.0,10.0,10.0,0.11,0,0.0,Green,0,0
Guatemala,7.5,7.42,7.58,7.5,7.5,7.58,10.0,10.0,10.0,0.12,2,0.0,Green,1,0
Colombia,7.5,7.42,7.5,7.5,7.5,7.58,10.0,10.0,10.0,0.0,0,0.0,Green,1,0
Mexico,7.67,7.5,7.42,7.5,7.42,7.42,10.0,10.0,10.0,0.12,0,0.0,Green,3,0
Costa Rica,7.92,7.58,7.25,7.75,7.92,7.58,9.33,9.33,10.0,0.0,0,0.0,Green,14,0
Guatemala,7.67,7.5,7.33,7.67,7.5,7.33,10.0,10.0,10.0,0.11,0,0.0,Green,3,0
Mexico,7.58,7.67,7.58,7.33,7.0,7.58,10.0,10.0,10.0,0.15,1,0.0,,8,0
