Country of Origin,Altitude,Harvest Year,Variety,Processing Method,Aroma,Flavor,Aftertaste,Acidity,Body,Balance,Uniformity,Clean Cup,Sweetness,Category One Defects,Color,Category Two Defects,Specialty
Colombia,1600.0,2014,Caturra,Natural / Dry,7.67,7.58,7.67,7.67,7.67,7.67,10.0,10.0,10.0,0,Green,0,Specialty
Colombia,1550.0,2014,Caturra,Washed / Wet,7.67,7.58,7.67,7.58,7.67,7.75,10.0,10.0,10.0,0,Green,1,Specialty
Colombia,1550.0,2014,Caturra,Washed / Wet,7.75,7.58,7.5,7.58,7.75,7.83,10.0,10.0,10.0,0,,0,Specialty
Taiwan,1000.0,2013/2014,Typica,Other,7.75,7.75,7.75,7.75,7.5,7.58,10.0,10.0,10.0,0,Green,0,Specialty
Colombia,1775.0,2012,Caturra,Washed / Wet,7.67,7.67,7.58,7.67,7.75,7.58,10.0,10.0,10.0,0,Green,3,Specialty
Mexico,1000.0,2012,Typica,Washed / Wet,7.83,7.67,7.58,7.58,7.67,7.58,10.0,10.0,10.0,0,,2,Specialty
Colombia,2136.0,2012,Caturra,Natural / Dry,7.67,7.58,7.58,7.58,7.67,7.75,10.0,10.0,10.0,0,Green,4,Specialty
Brazil,1100.0,2012,Catuai,Semi-washed / Semi-pulped,7.83,7.75,7.5,7.75,7.5,7.58,10.0,10.0,10.0,0,Blue-Green,2,Specialty
Colombia,1799.0,2016,Caturra,Washed / Wet,7.75,7.58,7.58,7.75,7.75,7.5,10.0,10.0,10.0,0,Bluish-Green,5,Specialty
Taiwan,,2016 / 2017,,,7.58,7.58,7.17,7.17,7.0,7.0,10.0,10.0,10.0,0,Blue-Green,0,Specialty
Costa Rica,1850.0,2015,Caturra,Washed / Wet,7.92,7.42,7.5,7.67,7.5,7.67,10.0,10.0,10.0,0,Blue-Green,0,Specialty
Colombia,1000.0,2016,Caturra,Natural / Dry,7.75,7.58,7.58,7.5,7.75,7.75,10.0,10.0,10.0,0,Green,0,Specialty
Guatemala,1219.2,2016,Bourbon,Washed / Wet,7.67,7.75,7.5,7.83,7.58,7.58,10.0,10.0,10.0,0,Bluish-Green,5,Specialty
Colombia,1775.0,2015,Caturra,Washed / Wet,7.58,7.58,7.58,7.58,7.75,7.67,10.0,10.0,10.0,0,Green,4,Specialty
"Tanzania, United Republic Of",1400.0,2015,Ruiru 11,Washed / Wet,7.75,7.67,7.58,7.67,7.67,7.58,10.0,10.0,10.0,0,Green,21,Specialty
Indonesia,1500.0,2015,Sumatra,Semi-washed / Semi-pulped,7.25,7.67,7.58,7.92,7.83,7.58,10.0,10.0,10.0,0,Bluish-Green,8,Specialty
Ethiopia,1600.0,2014,,Natural / Dry,7.67,7.75,7.5,7.58,7.75,7.67,10.0,10.0,10.0,1,,18,Specialty
Colombia,,2014,,Washed / Wet,7.67,7.42,7.67,7.83,7.58,7.67,10.0,10.0,10.0,1,,0,Specialty
Colombia,1850.0,2014,Caturra,Washed / Wet,8.0,7.58,7.25,7.58,7.92,7.58,10.0,10.0,10.0,0,Green,0,Specialty
Guatemala,1400.0,2013,Caturra,Washed / Wet,7.58,7.75,7.5,7.83,7.42,7.67,10.0,10.0,10.0,0,Green,0,Specialty
Colombia,1650.0,2014,Caturra,Washed / Wet,7.75,7.58,7.33,7.5,7.83,7.83,10.0,10.0,10.0,2,,0,Specialty
Honduras,1350.0,2014/2015,Caturra,Natural / Dry,7.67,7.5,7.67,7.5,7.67,7.67,10.0,10.0,10.0,0,Green,3,Specialty
Colombia,1750.0,2013,Caturra,Washed / Wet,7.58,7.75,7.42,7.67,7.75,7.67,10.0,10.0,10.0,1,Green,1,Specialty
Colombia,1750.0,2013,Caturra,Washed / Wet,7.58,7.67,7.58,7.75,7.58,7.75,10.0,10.0,10.0,0,Green,2,Specialty
Mexico,1170.0,2012,Bourbon,Natural / Dry,7.83,7.58,7.25,7.5,7.5,7.42,10.0,10.0,10.0,0,Green,14,Specialty
Mexico,940.0,2012,Typica,Semi-washed / Semi-pulped,7.67,7.75,7.67,7.75,7.58,7.5,10.0,10.0,10.0,0,Green,12,Specialty
Mexico,1400.0,2012,Pacamara,Washed / Wet,7.75,7.67,7.67,7.75,7.33,7.5,10.0,10.0,10.0,0,Green,0,Specialty
Guatemala,1524.0,2012,Caturra,Washed / Wet,7.83,7.5,7.5,8.0,7.67,7.5,10.0,10.0,10.0,0,Green,5,Specialty
Colombia,1775.0,2012,Caturra,Washed / Wet,7.67,7.58,7.58,7.67,7.67,7.67,10.0,10.0,10.0,0,Green,0,Specialty
Guatemala,1402.08,2012,Bourbon,Washed / Wet,7.5,7.5,7.75,7.5,8.0,7.67,10.0,10.0,10.0,3,Green,12,Specialty
United States (Hawaii),,,,,7.5,7.67,7.58,7.92,7.58,7.67,10.0,10.0,10.0,0,,0,Specialty
Indonesia,1600.0,23 July 2010,,,7.83,7.58,7.58,7.58,7.75,7.58,10.0,10.0,10.0,0,,0,Specialty
Colombia,439.0,2017 / 2018,Caturra,Washed / Wet,7.5,7.58,7.58,7.5,7.75,7.83,10.0,10.0,10.0,0,Green,1,Specialty
Guatemala,1700.0,2017,Bourbon,Washed / Wet,7.67,7.75,7.5,7.58,7.58,7.67,10.0,10.0,10.0,0,Green,3,Specialty
Colombia,442.0,2016,Caturra,Washed / Wet,7.67,7.67,7.5,7.67,7.67,7.58,10.0,10.0,10.0,0,Green,2,Specialty
Costa Rica,1850.0,2016,Caturra,Washed / Wet,7.58,7.5,7.42,7.92,7.5,7.67,10.0,10.0,10.0,0,Blue-Green,4,Specialty
Taiwan,,2015,,,7.67,7.67,7.0,7.08,7.0,7.0,10.0,10.0,10.0,0,Blue-Green,0,Specialty
Uganda,1800.0,2015,SL14,Washed / Wet,7.58,7.75,7.33,7.75,7.67,7.58,10.0,10.0,10.0,0,Green,1,Specialty
Thailand,1200.0,2015,Catimor,Washed / Wet,7.5,7.58,7.75,7.5,7.75,7.67,10.0,10.0,10.0,0,Bluish-Green,0,Specialty
El Salvador,1330.0,2016,Bourbon,Washed / Wet,7.58,7.5,7.75,7.58,7.75,7.67,10.0,10.0,10.0,0,,0,Specialty
Colombia,442.0,2015,Caturra,Natural / Dry,7.58,7.67,7.58,7.67,7.58,7.67,10.0,10.0,10.0,4,Green,0,Specialty
Brazil,,2014,Yellow Bourbon,Semi-washed / Semi-pulped,7.33,7.83,7.75,7.5,7.42,7.83,10.0,10.0,10.0,0,Green,6,Specialty
"Tanzania, United Republic Of",1600.0,2014,Bourbon,Washed / Wet,7.75,7.67,7.58,7.67,7.58,7.58,10.0,10.0,10.0,0,Green,4,Specialty
Colombia,1813.0,2014/2015,Caturra,Washed / Wet,7.58,7.58,7.25,7.75,7.75,8.58,9.33,10.0,10.0,0,Green,1,Specialty
Guatemala,1219.2,2013,Bourbon,Natural / Dry,7.75,7.83,7.33,7.83,7.5,7.67,10.0,10.0,10.0,0,Green,1,Specialty
Guatemala,1500.0,2014,Caturra,Washed / Wet,7.67,7.75,7.5,7.83,7.58,7.5,10.0,10.0,10.0,0,Green,2,Specialty
Guatemala,1310.64,2013,Bourbon,Washed / Wet,7.67,7.5,7.75,7.42,7.75,7.75,10.0,10.0,10.0,0,Green,0,Specialty
United States (Hawaii),,2012,Hawaiian Kona,Natural / Dry,7.42,7.75,7.67,7.58,7.67,7.67,10.0,10.0,10.0,0,Green,2,Specialty
Colombia,1450.0,2012,Caturra,Washed / Wet,7.5,7.75,7.58,7.5,7.67,7.75,10.0,10.0,10.0,0,Green,2,Specialty
Colombia,,,,,7.58,7.58,7.58,7.67,7.75,7.67,10.0,10.0,10.0,1,,3,Specialty
United States (Hawaii),,2010,,,7.5,7.92,7.42,7.67,7.83,7.58,10.0,10.0,10.0,0,,0,Specialty
Thailand,,,Peaberry,,7.58,7.25,7.5,7.92,7.92,7.42,10.0,10.0,10.0,0,,0,Specialty
Mexico,1050.0,January Through April,,,7.25,7.88,7.38,7.63,7.5,8.75,9.0,10.0,10.0,2,,4,Specialty
Colombia,1650.0,2016,Caturra,Washed / Wet,7.75,7.5,7.75,7.58,7.58,7.58,10.0,10.0,10.0,0,,0,Specialty
Colombia,,2016,Caturra,Washed / Wet,7.67,7.58,7.58,7.42,7.67,7.75,10.0,10.0,10.0,0,Blue-Green,0,Specialty
Colombia,,2016,Caturra,Washed / Wet,7.83,7.58,7.58,7.58,7.5,7.58,10.0,10.0,10.0,1,Green,2,Specialty
Brazil,1227.0,2015/2016,Catuai,Semi-washed / Semi-pulped,7.5,7.83,7.33,7.58,7.58,7.92,10.0,10.0,10.0,1,Green,5,Specialty
Mexico,1200.0,2014,Caturra,Washed / Wet,7.75,7.75,7.5,7.67,7.5,7.58,10.0,10.0,10.0,0,Green,2,Specialty
Colombia,1650.0,2015,Caturra,Washed / Wet,7.67,7.75,7.42,7.83,7.83,7.42,10.0,10.0,10.0,0,Green,1,Specialty
"Tanzania, United Republic Of",1700.0,2014,Other,Semi-washed / Semi-pulped,7.75,7.58,7.67,7.58,7.58,7.58,10.0,10.0,10.0,0,Green,6,Specialty
Mexico,1100.0,2013,Other,Washed / Wet,7.67,7.67,7.58,7.67,7.5,7.58,10.0,10.0,10.0,0,Green,0,Specialty
Costa Rica,1300.0,2014,Caturra,Washed / Wet,7.67,7.67,7.42,7.67,7.67,7.67,10.0,10.0,10.0,0,Green,3,Specialty
United States (Hawaii),,2014,Hawaiian Kona,Natural / Dry,7.83,7.58,7.83,7.67,7.92,8.0,9.33,10.0,9.33,0,Bluish-Green,1,Specialty
Costa Rica,1200.0,2013,Catuai,Washed / Wet,7.5,7.67,7.67,7.5,7.83,7.17,10.0,10.0,10.0,0,Green,3,Specialty
Peru,,2013,,Washed / Wet,7.83,7.75,7.58,7.83,7.92,7.58,9.33,10.0,10.0,0,Green,5,Specialty
Haiti,1280.16,2012,Typica,Washed / Wet,7.58,7.5,7.67,7.5,7.83,7.42,10.0,10.0,10.0,0,Green,4,Specialty
Colombia,1000.0,2013,Caturra,Natural / Dry,7.67,7.67,7.5,7.67,7.92,7.42,10.0,10.0,10.0,0,Green,1,Specialty
Guatemala,1310.64,2013,Bourbon,Washed / Wet,7.83,7.67,7.17,7.67,7.67,7.67,10.0,10.0,10.0,0,Green,3,Specialty
United States (Hawaii),,2012,Hawaiian Kona,Natural / Dry,7.92,7.5,7.58,7.83,7.67,7.67,9.33,10.0,10.0,0,Bluish-Green,4,Specialty
Burundi,1880.0,2012,Bourbon,Washed / Wet,7.75,7.67,7.33,7.5,7.5,7.75,10.0,10.0,10.0,0,,5,Specialty
Colombia,1750.0,2012,Caturra,Washed / Wet,7.5,7.67,7.67,7.58,7.67,7.58,10.0,10.0,10.0,0,Green,1,Specialty
United States (Hawaii),,,,,8.08,7.83,7.83,7.75,7.67,7.58,9.33,10.0,9.33,0,,0,Specialty
United States (Hawaii),,,,,7.58,7.67,7.58,7.5,7.83,7.67,10.0,10.0,10.0,0,,0,Specialty
Mexico,1600.0,2017,Typica,Washed / Wet,7.67,7.83,7.42,7.83,7.33,7.5,10.0,10.0,10.0,0,Blue-Green,0,Specialty
Costa Rica,1900.0,2016,Catuai,Pulped natural / honey,7.5,7.5,7.83,7.5,7.67,7.67,10.0,10.0,10.0,0,Green,0,Specialty
Costa Rica,,2015,,Washed / Wet,7.83,7.5,7.42,7.67,7.5,7.67,10.0,10.0,10.0,0,,0,Specialty
Guatemala,2100.0,2016,Pacas,Washed / Wet,7.5,7.58,7.42,7.83,7.67,7.58,10.0,10.0,10.0,0,Green,7,Specialty
Uganda,,2015,SL14,Washed / Wet,7.5,7.67,7.67,7.42,7.67,7.67,10.0,10.0,10.0,0,Green,1,Specialty
Brazil,,2016,,,7.58,7.67,7.42,7.5,7.67,7.42,10.0,10.0,10.0,0,Green,4,Specialty
Colombia,442.0,2015/2016,Caturra,Natural / Dry,7.58,7.67,7.67,7.17,7.75,7.83,10.0,10.0,10.0,0,Green,2,Specialty
Mexico,1261.0,2015,Typica,Natural / Dry,7.83,7.75,7.5,7.58,7.58,7.58,10.0,10.0,10.0,0,Bluish-Green,2,Specialty
Taiwan,1000.0,2015,Bourbon,Washed / Wet,7.67,7.5,7.5,7.5,7.67,7.83,10.0,10.0,10.0,0,Blue-Green,0,Specialty
Taiwan,800.0,2014,Typica,Washed / Wet,7.92,7.83,7.75,7.58,7.5,7.33,10.0,10.0,10.0,0,Green,0,Specialty
Colombia,1483.0,2014,Caturra,Natural / Dry,7.58,7.58,7.5,7.58,7.58,7.75,10.0,10.0,10.0,0,Green,0,Specialty
Guatemala,1500.0,2014,Caturra,Washed / Wet,7.5,7.67,7.58,7.67,7.67,7.5,10.0,10.0,10.0,0,Green,1,Specialty
Colombia,1750.0,2013,Caturra,Washed / Wet,7.83,7.5,7.67,7.33,7.67,7.67,10.0,10.0,10.0,0,Green,1,Specialty
Mexico,1300.0,2013,Bourbon,Washed / Wet,7.58,7.75,7.5,7.5,7.58,7.58,10.0,10.0,10.0,0,Green,6,Specialty
United States (Hawaii),,2012,Hawaiian Kona,Natural / Dry,7.58,7.75,7.83,8.0,8.08,7.67,9.33,10.0,9.33,0,Bluish-Green,4,Specialty
Mexico,,2012,Mundo Novo,Washed / Wet,7.75,7.58,7.58,7.58,7.5,7.58,10.0,10.0,10.0,0,Green,7,Specialty
Mexico,1000.0,2012,Caturra,Washed / Wet,7.75,7.75,7.42,7.92,7.33,7.5,10.0,10.0,10.0,0,Blue-Green,0,Specialty
Guatemala,1310.64,2012,Bourbon,Washed / Wet,7.83,7.58,7.08,7.83,7.42,8.08,10.0,10.0,10.0,0,Green,9,Specialty
Brazil,1200.0,2012,Yellow Bourbon,Semi-washed / Semi-pulped,7.75,7.67,7.5,7.58,7.58,7.58,10.0,10.0,10.0,0,Blue-Green,1,Specialty
Colombia,175.0,2012,Caturra,Washed / Wet,7.67,7.58,7.58,7.42,7.83,7.58,10.0,10.0,10.0,0,Green,1,Specialty
Colombia,1775.0,2012,Caturra,Washed / Wet,7.67,7.67,7.5,7.5,7.58,7.67,10.0,10.0,10.0,0,Green,0,Specialty
Colombia,1700.0,1T/2011,,,7.92,7.75,7.25,7.42,7.83,7.58,10.0,10.0,10.0,0,,0,Specialty
Colombia,1880.0,4t/2010,,,8.0,7.67,7.67,7.25,7.67,7.5,10.0,10.0,10.0,0,,1,Specialty
Colombia,1800.0,4T/2010,,,7.92,7.75,7.5,7.42,7.42,7.67,10.0,10.0,10.0,0,,1,Specialty
Brazil,890.0,2017 / 2018,Bourbon,Natural / Dry,7.67,7.42,7.5,7.58,7.67,7.58,10.0,10.0,10.0,0,Green,4,Specialty
Guatemala,1901.0,2017,Bourbon,Washed / Wet,7.58,7.58,7.33,7.67,7.75,7.58,10.0,10.0,10.0,0,Green,1,Specialty
"Tanzania, United Republic Of",168.0,2016,Bourbon,Washed / Wet,7.67,7.58,7.42,7.67,7.67,7.58,10.0,10.0,10.0,0,Green,3,Specialty
Peru,,2017,,,7.92,7.5,7.5,7.58,7.67,7.5,10.0,10.0,10.0,0,Green,0,Specialty
Vietnam,1550.0,2017,Catimor,Natural / Dry,7.58,7.42,7.08,7.33,7.58,8.58,10.0,10.0,10.0,0,,0,Specialty
Guatemala,1500.0,2016,Caturra,Washed / Wet,7.67,7.75,7.42,7.75,7.58,7.5,10.0,10.0,10.0,2,Green,3,Specialty
Honduras,1450.0,2016,Catuai,Washed / Wet,7.67,7.67,7.5,7.67,7.5,7.67,10.0,10.0,10.0,0,Blue-Green,1,Specialty
China,1200.0,2015,Catimor,Washed / Wet,7.5,7.67,7.33,7.67,7.67,7.67,10.0,10.0,10.0,0,Green,0,Specialty
China,1600.0,2015,Catimor,Washed / Wet,7.67,7.67,7.5,7.67,7.42,7.58,10.0,10.0,10.0,0,Green,3,Specialty
El Salvador,1350.0,2016,Bourbon,Washed / Wet,7.5,7.5,7.33,7.67,8.0,7.67,10.0,10.0,10.0,0,Green,0,Specialty
Guatemala,1500.0,2015,Bourbon,Washed / Wet,7.5,7.75,7.5,7.83,7.58,7.5,10.0,10.0,10.0,0,Green,1,Specialty
Guatemala,1650.0,2015,Bourbon,Washed / Wet,7.92,7.67,7.42,7.75,7.5,7.5,10.0,10.0,10.0,0,Green,3,Specialty
Kenya,250.5,2014,SL28,Washed / Wet,7.83,7.75,7.67,7.75,7.83,8.5,9.33,9.33,9.33,0,Bluish-Green,1,Specialty
Thailand,800.0,2014,,Washed / Wet,7.67,7.58,7.58,7.75,7.42,7.67,10.0,10.0,10.0,0,Bluish-Green,0,Specialty
"Tanzania, United Republic Of",1653.0,2014,Other,Washed / Wet,7.58,7.67,7.67,7.58,7.42,7.58,10.0,10.0,10.0,0,Bluish-Green,6,Specialty
Colombia,1775.0,2014,Caturra,Washed / Wet,7.58,7.5,7.5,7.67,7.5,7.67,10.0,10.0,10.0,0,,4,Specialty
Uganda,1800.0,2014,SL14,Washed / Wet,8.0,7.67,7.5,7.42,7.33,7.58,10.0,10.0,10.0,0,Bluish-Green,0,Specialty
Colombia,,2014,,Washed / Wet,7.58,7.75,7.5,7.58,7.58,7.58,10.0,10.0,10.0,10,Green,3,Specialty
Honduras,1450.0,2013,Catuai,Natural / Dry,7.5,7.5,7.5,7.67,7.67,7.67,10.0,10.0,10.0,0,Green,5,Specialty
Honduras,1350.0,2014/2015,Caturra,Natural / Dry,7.67,7.67,7.5,7.67,7.5,7.67,10.0,10.0,10.0,0,Green,3,Specialty
Guatemala,1524.0,2014,Catuai,Washed / Wet,7.33,7.83,7.17,8.17,7.33,7.67,10.0,10.0,10.0,0,Green,1,Specialty
United States (Hawaii),,2013,Hawaiian Kona,Natural / Dry,7.5,7.5,7.58,7.42,7.92,7.67,10.0,10.0,10.0,0,Bluish-Green,0,Specialty
"Tanzania, United Republic Of",1800.0,2014,Bourbon,Washed / Wet,7.58,7.5,7.58,7.75,7.58,7.58,10.0,10.0,10.0,0,Green,1,Specialty
Guatemala,1310.64,2013,Bourbon,Washed / Wet,7.67,7.83,7.33,7.67,7.5,7.67,10.0,10.0,10.0,0,Green,2,Specialty
Mexico,1500.0,2013,Typica,Washed / Wet,7.75,7.58,7.58,7.58,7.5,7.42,10.0,10.0,10.0,0,Green,2,Specialty
Mexico,532.0,2012,Typica,Washed / Wet,7.75,7.67,7.58,7.5,7.42,7.58,10.0,10.0,10.0,3,,8,Specialty
Mexico,1089.0,2012,Pacamara,Washed / Wet,7.58,7.75,7.42,7.67,7.5,7.58,10.0,10.0,10.0,0,,10,Specialty
Colombia,1775.0,2012,Caturra,Washed / Wet,7.67,7.5,7.5,7.5,7.58,8.17,10.0,10.0,10.0,1,Green,2,Specialty
Mexico,700.0,2012,Typica,Washed / Wet,7.75,7.5,7.42,7.75,7.58,7.58,10.0,10.0,10.0,0,Green,5,Specialty
Colombia,1750.0,2012,Caturra,Washed / Wet,7.58,7.67,7.5,7.58,7.67,7.67,10.0,10.0,10.0,0,Blue-Green,0,Specialty
Mexico,1380.0,2012,Typica,Washed / Wet,7.5,7.75,7.58,7.58,7.67,7.5,10.0,10.0,10.0,0,,5,Specialty
Brazil,1000.0,2012,Mundo Novo,Natural / Dry,7.75,7.67,7.58,7.5,7.58,7.58,10.0,10.0,10.0,0,Green,1,Specialty
Brazil,950.0,2012,Mundo Novo,Natural / Dry,7.92,7.58,7.5,7.58,7.42,7.5,10.0,10.0,10.0,0,Green,4,Specialty
Guatemala,1402.08,2012,Bourbon,Washed / Wet,7.75,7.5,7.67,7.5,7.92,8.0,10.0,10.0,9.33,0,Green,10,Specialty
Brazil,1000.0,2011,Mundo Novo,Semi-washed / Semi-pulped,7.75,7.5,7.58,7.5,7.75,7.5,10.0,10.0,10.0,0,Blue-Green,3,Specialty
Brazil,900.0,2011,,,7.58,7.75,7.67,7.5,7.67,7.58,10.0,10.0,10.0,0,,2,Specialty
El Salvador,1200.0,2010-2011,,,7.42,7.83,8.17,8.08,7.17,7.58,10.0,9.33,10.0,0,,3,Specialty
Ethiopia,1850.0,August to December,,,7.75,8.0,7.67,8.08,7.83,7.92,9.33,9.33,9.33,0,,0,Specialty
Colombia,1799.0,2016,Caturra,Washed / Wet,7.58,7.67,7.33,7.67,7.75,7.58,10.0,10.0,10.0,0,Green,4,Specialty
Colombia,,2016,Caturra,Washed / Wet,7.75,7.5,7.5,7.42,8.0,7.75,10.0,10.0,10.0,1,Green,5,Specialty
Brazil,905.0,2015,Yellow Bourbon,Pulped natural / honey,7.58,7.58,7.58,7.5,7.67,7.58,10.0,10.0,10.0,0,Bluish-Green,2,Specialty
Brazil,1.0,2015/2016,Yellow Bourbon,Natural / Dry,7.33,7.67,7.67,7.33,7.75,7.42,10.0,10.0,10.0,0,Green,3,Specialty
Taiwan,750.0,2015,Typica,Natural / Dry,7.83,7.92,7.5,7.83,7.67,7.25,9.33,10.0,10.0,0,Green,0,Specialty
Brazil,,2015,Mundo Novo,Natural / Dry,7.42,7.67,7.58,7.5,7.75,7.67,10.0,10.0,10.0,0,Green,13,Specialty
Brazil,1200.0,2014/2015,Bourbon,Washed / Wet,7.58,7.83,7.67,7.42,7.42,7.5,10.0,10.0,10.0,0,Green,1,Specialty
Costa Rica,1300.0,2014,Catuai,Washed / Wet,7.83,7.33,7.5,7.67,7.58,7.67,10.0,10.0,10.0,0,Green,3,Specialty
United States (Hawaii),,2013,Hawaiian Kona,Natural / Dry,7.33,7.75,7.58,7.33,7.83,7.67,10.0,10.0,10.0,0,Bluish-Green,8,Specialty
Taiwan,1300.0,2013/2014,Typica,Other,7.75,7.75,7.5,7.5,7.5,7.5,10.0,10.0,10.0,0,,0,Specialty
United States (Hawaii),,2012,Hawaiian Kona,Natural / Dry,7.83,7.83,7.33,7.17,7.75,7.67,10.0,10.0,10.0,0,Bluish-Green,0,Specialty
Mexico,1400.0,2012,Other,Washed / Wet,7.75,7.67,7.42,7.75,7.5,7.5,10.0,10.0,10.0,0,,1,Specialty
United States (Hawaii),,2012,Hawaiian Kona,Natural / Dry,7.67,7.58,7.5,7.67,7.92,8.0,9.33,9.33,10.0,1,,4,Specialty
United States (Hawaii),,2012,Hawaiian Kona,Washed / Wet,7.33,7.58,7.58,7.92,7.67,7.58,10.0,10.0,10.0,0,Green,0,Specialty
Colombia,1775.0,Mayo a Julio,Caturra,,7.33,7.33,7.33,7.58,7.25,8.08,10.0,10.0,10.0,0,,0,Specialty
Colombia,1880.0,47/2010,,,7.83,7.75,7.33,7.25,7.42,7.92,10.0,10.0,10.0,1,,3,Specialty
Indonesia,1350.0,2010,,,7.67,7.58,7.5,7.58,7.67,7.58,10.0,10.0,10.0,0,,0,Specialty
Guatemala,,,,,7.92,7.67,7.67,7.25,7.83,7.67,9.33,10.0,10.0,0,,1,Specialty
Brazil,890.0,2017 / 2018,Bourbon,Natural / Dry,7.58,7.5,7.5,7.75,7.67,7.5,10.0,10.0,10.0,0,Green,4,Specialty
Brazil,894.0,2016,Bourbon,Natural / Dry,7.5,7.58,7.58,7.67,7.58,7.5,10.0,10.0,10.0,0,Green,5,Specialty
Brazil,872.0,2016,Bourbon,Natural / Dry,7.5,7.67,7.58,7.67,7.58,7.42,10.0,10.0,10.0,0,Bluish-Green,3,Specialty
Uganda,1473.0,2015,Bourbon,Washed / Wet,7.67,7.58,7.42,7.42,7.83,7.5,10.0,10.0,10.0,0,Green,6,Specialty
Uganda,1645.0,2015,Bourbon,Natural / Dry,7.67,7.67,7.5,7.58,7.42,7.5,10.0,10.0,10.0,0,Green,8,Specialty
Colombia,442.0,2016,,,7.67,7.67,7.33,7.67,7.5,7.58,10.0,10.0,10.0,0,Green,4,Specialty
Vietnam,1550.0,2014,Caturra,Other,7.75,7.67,7.58,7.58,7.42,7.67,9.33,10.0,10.0,0,Green,0,Specialty
Guatemala,1550.0,2015,Catuai,Washed / Wet,7.67,7.75,7.33,7.92,7.42,7.5,10.0,10.0,10.0,0,Green,3,Specialty
Guatemala,1371.6,2015,Catuai,Washed / Wet,7.75,7.67,7.33,7.75,7.5,7.42,10.0,10.0,10.0,0,Green,2,Specialty
Guatemala,1500.0,2015,Bourbon,Washed / Wet,7.83,7.67,7.25,7.67,7.75,7.5,10.0,10.0,10.0,0,Green,2,Specialty
Brazil,1000.0,2014,Catuai,Natural / Dry,7.67,7.67,7.67,7.5,7.42,7.5,10.0,10.0,10.0,0,Green,0,Specialty
Taiwan,1200.0,2014,Typica,Washed / Wet,7.92,7.92,7.83,7.58,7.33,7.25,10.0,10.0,10.0,0,Green,0,Specialty
Uganda,1800.0,2013,SL14,Washed / Wet,7.83,7.58,7.5,7.5,7.58,7.5,10.0,10.0,10.0,0,Green,0,Specialty
United States (Puerto Rico),853.44,2013,Other,Washed / Wet,7.67,7.5,7.67,7.83,7.75,7.83,10.0,10.0,9.33,0,Bluish-Green,0,Specialty
Guatemala,1500.0,2014,Bourbon,Washed / Wet,7.67,7.67,7.42,7.83,7.5,7.5,10.0,10.0,10.0,1,Green,0,Specialty
Costa Rica,1200.0,2013,Catuai,Washed / Wet,7.67,7.58,7.5,7.58,7.5,7.5,10.0,10.0,10.0,0,Green,3,Specialty
Brazil,1250.0,2013/2014,Yellow Bourbon,Semi-washed / Semi-pulped,7.75,7.58,7.42,7.67,7.42,7.67,10.0,10.0,10.0,0,Bluish-Green,4,Specialty
Colombia,1775.0,2013,Caturra,Washed / Wet,7.75,7.42,7.33,7.5,7.58,7.17,10.0,10.0,10.0,1,Green,1,Specialty
Colombia,1750.0,2013,Caturra,Washed / Wet,7.83,7.5,7.58,7.33,7.5,7.67,10.0,10.0,10.0,0,Green,0,Specialty
Colombia,1000.0,2013,Caturra,Natural / Dry,7.33,7.67,7.75,7.42,7.75,7.58,10.0,10.0,10.0,0,Green,1,Specialty
Colombia,1000.0,2013,Caturra,Natural / Dry,7.58,7.75,7.42,7.67,7.58,7.42,10.0,10.0,10.0,0,Green,2,Specialty
Colombia,1775.0,2012,Caturra,Washed / Wet,7.5,7.5,7.42,7.58,7.75,7.58,10.0,10.0,10.0,1,Green,2,Specialty
Mexico,750.0,2012,Typica,Washed / Wet,7.67,7.58,7.42,7.5,7.67,7.58,10.0,10.0,10.0,0,Green,20,Specialty
Mexico,1200.0,2012,Typica,Semi-washed / Semi-pulped,7.67,7.83,7.5,7.58,7.58,7.67,9.33,10.0,10.0,0,Green,7,Specialty
Mexico,1200.0,2012,Bourbon,Washed / Wet,7.5,7.67,7.5,7.5,7.58,7.58,10.0,10.0,10.0,5,Green,8,Specialty
Colombia,,2012,Arusha,Natural / Dry,7.67,7.58,7.5,7.5,7.75,7.5,10.0,10.0,10.0,1,,4,Specialty
Colombia,1625.0,2012,Caturra,Washed / Wet,7.75,7.58,7.5,7.67,7.83,7.75,9.33,10.0,10.0,0,Green,4,Specialty
Colombia,1750.0,2012,Caturra,Washed / Wet,7.67,7.58,7.58,7.58,7.67,7.42,10.0,10.0,10.0,0,Green,0,Specialty
Guatemala,1371.6,2012,Bourbon,Washed / Wet,7.5,7.67,7.5,7.67,7.5,7.83,10.0,10.0,10.0,0,Green,2,Specialty
Colombia,1775.0,2011,Caturra,Washed / Wet,7.67,7.67,7.58,7.5,7.67,7.42,10.0,10.0,10.0,0,Bluish-Green,0,Specialty
Thailand,,2011,,,7.33,7.67,7.58,7.5,7.75,7.67,10.0,10.0,10.0,0,,0,Specialty
Colombia,1450.0,Abril - Julio,,,7.33,7.67,7.58,7.33,7.58,7.92,10.0,10.0,10.0,0,,1,Specialty
United States (Hawaii),,,,,7.83,7.83,7.67,7.83,7.92,7.83,9.33,9.33,9.33,0,,0,Specialty
United States (Hawaii),,,,,7.5,7.58,7.42,7.58,7.58,7.67,10.0,10.0,10.0,0,,1,Specialty
Colombia,1800.0,4t/2011,,,7.5,7.58,7.67,7.67,7.58,7.58,10.0,10.0,10.0,0,,2,Specialty
